#nbr_clients sequential_write sd sequential_read sd random_write sd random_read sd
3	85	14	1685	505	10572	2359	11206	1661	
4	95	8	2153	520	12507	1491	13965	1562	
5	91	6	2528	551	12104	999	15842	1664	
6	94	8	2850	567	11589	909	18718	1678	
7	96	8	3259	415	11928	906	20662	2155	
8	94	6	3398	454	12153	718	23128	3511	
9	94	6	3788	509	12149	592	25619	2867	
