x 	 	 mojetteDim 	 	 mojetteDidier 	 	 isal
1 	 	 384 	 	 	 	 1379 	 	 	 	 448
2 	 	 586 	 	 	 	 1353 	 	 	 	 1664
3 	 	 770 	 	 	 	 1347 	 	 	 	 1990
4 	 	 946 	 	 	 	 1354 	 	 	 	 2457
5 	 	 1089 	 	 	 	 1347 	 	 	 	 2768
