#nbr_clients sequential_write sd sequential_read sd random_write sd random_read sd
1	21	7	132	62	697	132	1470	380	
2	41	7	185	66	1028	124	1772	471	
3	78	14	207	32	1065	116	1980	658	
4	109	23	293	63	992	69	2208	623	
5	126	28	357	67	993	67	3068	711	
6	137	22	491	76	948	92	4422	1105	
7	166	22	573	124	982	112	5143	1387	
8	159	25	734	157	994	122	6365	1326	
9	184	32	719	178	1012	120	6263	1387
10	182	27	752	174	983	134	8173	764	
