#nbr_clients sequential_write sd sequential_read sd random_write sd random_read sd
1	21	6	132	81	669	170	1522	436	
2	53	14	202	57	695	82	1764	590	
3	73	14	263	101	679	51	2013	807	
4	94	15	317	48	626	36	2448	710	
5	110	17	374	62	645	70	3098	674	
6	126	15	473	97	638	85	4529	1020	
7	119	12	667	158	649	106	5241	1236	
8	128	30	688	97	647	99	6118	1304	
9	132	23	783	120	654	87	8004	955
10	117	14	941	54	632	105	9894	1619		
