x 	 	 mojetteDim 	 	 mojetteDidier 	 	 isal
1 	 	 654 	 	 	 	 1539 	 	 	 	 640
2 	 	 980 	 	 	 	 1538 	 	 	 	 2979
3 	 	 1153 	 	 	 	 1553 	 	 	 	 3860
